Nov. 15, 2016   11:04:45
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\samplec_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample C
Note: 

Init E (V) = 0
High E (V) = 1.2
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:
Ep = 0.446V
ip = -2.135e-6A
Ah = -7.987e-7C

Ep = 1.036V
ip = -1.218e-5A
Ah = -6.428e-6C

Segment 2:
Ep = 0.422V
ip = 3.483e-6A
Ah = 2.242e-6C

Potential/V	Current/A
0.889	-8.103e-6
0.890	-8.110e-6
0.891	-8.130e-6
0.892	-8.148e-6
0.893	-8.157e-6
0.894	-8.182e-6
0.895	-8.198e-6
0.896	-8.212e-6
0.897	-8.234e-6
0.898	-8.247e-6
0.899	-8.267e-6
0.900	-8.289e-6
0.901	-8.302e-6
0.902	-8.319e-6
0.903	-8.338e-6
0.904	-8.360e-6
0.905	-8.381e-6
0.906	-8.401e-6
0.907	-8.422e-6
0.908	-8.444e-6
0.909	-8.469e-6
0.910	-8.492e-6
0.911	-8.520e-6
0.912	-8.546e-6
0.913	-8.568e-6
0.914	-8.592e-6
0.915	-8.613e-6
0.916	-8.643e-6
0.917	-8.668e-6
0.918	-8.690e-6
0.919	-8.721e-6
0.920	-8.744e-6
0.921	-8.781e-6
0.922	-8.812e-6
0.923	-8.837e-6
0.924	-8.879e-6
0.925	-8.903e-6
0.926	-8.941e-6
0.927	-8.980e-6
0.928	-9.005e-6
0.929	-9.052e-6
0.930	-9.084e-6
0.931	-9.125e-6
0.932	-9.170e-6
0.933	-9.199e-6
0.934	-9.250e-6
0.935	-9.296e-6
0.936	-9.337e-6
0.937	-9.387e-6
0.938	-9.431e-6
0.939	-9.483e-6
0.940	-9.530e-6
0.941	-9.581e-6
0.942	-9.635e-6
0.943	-9.692e-6
0.944	-9.750e-6
0.945	-9.808e-6
0.946	-9.867e-6
0.947	-9.932e-6
0.948	-1.000e-5
0.949	-1.006e-5
0.950	-1.013e-5
0.951	-1.020e-5
0.952	-1.027e-5
0.953	-1.035e-5
0.954	-1.043e-5
0.955	-1.050e-5
0.956	-1.059e-5
0.957	-1.067e-5
0.958	-1.076e-5
0.959	-1.085e-5
0.960	-1.094e-5
0.961	-1.104e-5
